"","ID","observation","code"
"816",204,"XLMEARC2",77
"817",205,"MCTLARC2",77
"818",205,"OXTOARC2",77
"819",205,"PMICARC2",77
"820",205,"XLMEARC2",77
"821",206,"MCTLARC2",77
"822",206,"OXTOARC2",77
"823",206,"PMICARC2",77
"824",206,"XLMEARC2",77
"825",207,"MCTLARC2",77
"826",207,"OXTOARC2",77
"827",207,"PMICARC2",77
"828",207,"XLMEARC2",77
"829",208,"MCTLARC2",77
"830",208,"OXTOARC2",77
"831",208,"PMICARC2",77
"832",208,"XLMEARC2",77
"833",209,"MCTLARC2",77
"834",209,"OXTOARC2",77
"835",209,"PMICARC2",77
"836",209,"XLMEARC2",77
"837",210,"MCTLARC2",77
"838",210,"OXTOARC2",77
"839",210,"PMICARC2",77
"840",210,"XLMEARC2",77
"841",211,"MCTLARC2",77
"842",211,"OXTOARC2",77
"843",211,"PMICARC2",77
"844",211,"XLMEARC2",77
"845",212,"MCTLARC2",77
"846",212,"OXTOARC2",77
"847",212,"PMICARC2",77
"848",212,"XLMEARC2",77
"849",213,"MCTLARC2",77
"850",213,"OXTOARC2",77
"851",213,"PMICARC2",77
"852",213,"XLMEARC2",77
"853",214,"MCTLARC2",-1
"854",214,"OXTOARC2",-1
"855",214,"PMICARC2",-1
"856",214,"XLMEARC2",-1
"857",215,"MCTLARC2",-1
"858",215,"OXTOARC2",-1
"859",215,"PMICARC2",-1
"860",215,"XLMEARC2",-1
"861",216,"MCTLARC2",77
"862",216,"OXTOARC2",77
"863",216,"PMICARC2",77
"864",216,"XLMEARC2",77
"865",217,"MCTLARC2",-1
"866",217,"OXTOARC2",-1
"867",217,"PMICARC2",-1
"868",217,"XLMEARC2",-1
"869",218,"MCTLARC2",77
"870",218,"OXTOARC2",77
"871",218,"PMICARC2",77
"872",218,"XLMEARC2",77
"873",219,"MCTLARC2",77
"874",219,"OXTOARC2",77
"875",219,"PMICARC2",77
